date,PM25,temp,r_hum,wdsp,msl
16/05/2015,4.8,9.6,71.5,16,1025
17/05/2015,4,9.5,80,13.2,1021
18/05/2015,3.9,8.2,80.6,17.2,1002
19/05/2015,3.8,7.7,77.3,16.2,1006
20/05/2015,6.1,9.1,77.8,11.5,1019
21/05/2015,6,11.5,78.1,12.3,1025
22/05/2015,4.5,13.5,86,12.2,1025
23/05/2015,7,12,81.4,6.8,1025
24/05/2015,5.4,12.1,76.8,10.9,1021
25/05/2015,4.7,11.9,81.6,10.5,1022
26/05/2015,4.4,11.6,76.9,9.9,1027
27/05/2015,4.9,9.8,78.9,11.6,1020
28/05/2015,3.6,10,70.7,16.7,1013
29/05/2015,3,8.8,77.3,12.1,1008
30/05/2015,4.1,8.7,81.3,10.2,1010
31/05/2015,3.8,9.4,71.2,18.7,1005
01/06/2015,3.4,8.4,77.5,17.9,1000
02/06/2015,4.2,10.5,75,16.9,998
03/06/2015,4,11.5,72.3,8.5,1019
04/06/2015,6.5,11.9,78,8.7,1021
05/06/2015,4.9,12,70.4,12.3,1012
06/06/2015,4.4,10.7,68.3,18.7,1020
07/06/2015,4.2,10.7,70.8,8.5,1034
08/06/2015,3.8,9.6,72.9,7.5,1038
09/06/2015,4.9,9.8,74.8,5.8,1037
10/06/2015,5.8,11.1,74.8,7,1032
11/06/2015,10,11.8,75.9,8.1,1021
12/06/2015,11.4,13.2,71.6,7.6,1013
13/06/2015,4.5,12.4,71.7,8.9,1012
14/06/2015,4.7,10.4,74.4,7.3,1017
15/06/2015,7.1,13.3,75,6.1,1022
16/06/2015,5.8,16.6,71.9,9,1023
17/06/2015,4.3,16,81.5,14.2,1021
18/06/2015,5.9,12.7,69.5,10.4,1024
19/06/2015,6.2,13.7,79.1,11.7,1024
20/06/2015,4,16.4,75.5,14.4,1020
21/06/2015,2.9,12.6,72.1,15.7,1015
22/06/2015,3.4,12.6,73.4,10.5,1014
23/06/2015,5.1,13,75.6,7,1018
24/06/2015,5.9,15.9,70.9,9.4,1018
25/06/2015,7.8,16.2,78,8.6,1017
26/06/2015,5.5,16.7,70.2,11.3,1013
27/06/2015,4.6,15.7,73,11.4,1016
28/06/2015,4.1,16.4,68.7,14.2,1014
29/06/2015,6,16.6,67.2,9.2,1018
30/06/2015,8,19.6,72,9.9,1014
01/07/2015,13.1,19.1,74.5,5.6,1009
02/07/2015,4.5,17.2,68.5,9,1016
03/07/2015,8,15.7,76.8,9.6,1021
04/07/2015,6.8,16.8,70.4,12.8,1013
05/07/2015,4.3,14.6,79.8,7.4,1014
06/07/2015,2.6,14.6,86.7,10.3,1010
07/07/2015,3.2,14.3,83.4,14.6,1004
08/07/2015,2.9,13.6,75.5,14.4,1014
09/07/2015,5.8,12.7,74.6,7.3,1023
10/07/2015,6.8,17,75.6,8.8,1015
11/07/2015,4,14.9,79.4,13.9,1013
12/07/2015,4.5,15,78.2,10.7,1013
13/07/2015,4.5,15.5,89.4,7.9,1011
14/07/2015,5.3,13.3,81.2,4.6,1018
15/07/2015,5.3,12.1,72.1,5.6,1021
16/07/2015,6.6,12.3,88.8,9.4,1013
17/07/2015,2.9,14.5,71.5,18.4,1006
18/07/2015,3.8,14.2,74.4,14.7,1011
19/07/2015,3.2,13.3,79.2,11.8,1008
20/07/2015,4.2,15.5,78.1,12.5,1004
21/07/2015,4.2,14.4,80.9,11,1007
22/07/2015,4.3,13.1,74.1,9.5,1014
23/07/2015,3.9,13.4,69.5,9.8,1016
24/07/2015,5.4,12.1,80.2,6.4,1014
25/07/2015,4.4,12,74.3,7.8,1016
26/07/2015,4.1,12.1,94.8,12.4,999
27/07/2015,2.8,13.6,92,13.7,998
28/07/2015,2.7,12.5,79.4,15.5,1006
29/07/2015,4.1,11.1,84.3,11.5,1014
30/07/2015,,11.8,77.9,7.9,1021
31/07/2015,,13.4,77,11,1015
01/08/2015,,13.9,68.4,10.5,1013
02/08/2015,,14.2,85.7,10.9,1010
03/08/2015,,16.1,66.5,16.8,1002
04/08/2015,,15.1,73.8,16.8,1004
05/08/2015,,14.4,88.5,10.2,1006
06/08/2015,,13.7,78.7,8.7,1012
07/08/2015,,13.3,81.3,4.3,1020
08/08/2015,,14.1,73.5,10.5,1021
09/08/2015,,16.4,80.8,9.2,1015
10/08/2015,,15.6,73.5,12.5,1013
11/08/2015,,13.3,77.5,8,1021
12/08/2015,,13,76.7,6.1,1025
13/08/2015,,13.4,78.9,5,1018
14/08/2015,,13,83.1,10.3,1010
15/08/2015,,11.7,76.7,8.2,1013
16/08/2015,,14,76,6.5,1017
17/08/2015,,13.7,81,5.3,1019
18/08/2015,,16,73,6.5,1015
19/08/2015,,15.5,86.3,8.5,1010
20/08/2015,,16.5,81.8,9.2,1012
21/08/2015,,17.8,71.3,11.1,1012
22/08/2015,,14.1,85.3,6.8,1012
23/08/2015,,13.2,95.9,10.2,1000
24/08/2015,,13.5,79.4,8.7,1002
25/08/2015,,11.5,88.8,8.9,1002
26/08/2015,,13.7,81.1,11.5,996
27/08/2015,,13,77.3,12.9,1002
28/08/2015,,14.1,75.5,12.2,1010
29/08/2015,,14,81.8,8.5,1016
30/08/2015,,12.7,78,5,1019
31/08/2015,,11.8,90,5,1019
01/09/2015,,11.3,83.9,9.6,1022
02/09/2015,,10.5,84.3,9.8,1021
03/09/2015,,10.9,82.3,11.1,1020
04/09/2015,,12.6,79,11.2,1022
05/09/2015,,11.3,73.6,8.6,1026
06/09/2015,,10.8,81.5,6.6,1031
07/09/2015,,11.6,77.8,4.3,1032
08/09/2015,,13.2,85,7.4,1027
09/09/2015,,13,83.9,8.9,1022
10/09/2015,,14.3,83.1,9.9,1019
11/09/2015,,14,88.3,12.9,1010
12/09/2015,,12.6,79.8,13.1,1003
13/09/2015,,11.9,89.8,7.8,1002
14/09/2015,,12.1,88.4,9.7,994
15/09/2015,,11.8,80,9.4,996
16/09/2015,,10.8,81,4.7,994
17/09/2015,,12.3,80.7,8.9,999
18/09/2015,,12.1,87.8,7,1013
19/09/2015,,12,85.2,5,1024
20/09/2015,,13.6,83.3,8.4,1020
21/09/2015,,11.9,88.1,9.8,1008
22/09/2015,,10.2,84,10.3,1007
23/09/2015,,11.9,80.3,11.7,1009
24/09/2015,,10.9,80.4,15.3,1011
25/09/2015,,11.4,79.5,8.7,1023
26/09/2015,,12.1,83.2,7.3,1028
27/09/2015,,12.1,84.8,6.9,1033
28/09/2015,,11.4,88.3,9,1034
29/09/2015,,12.8,83.2,8.3,1035
30/09/2015,,11.5,91.9,8.2,1035
01/10/2015,,10.3,90.1,5,1033
02/10/2015,,10.9,86.5,4.2,1026
03/10/2015,,9,81.6,4.6,1017
04/10/2015,,9.9,83,8.4,1011
05/10/2015,,14,91,12,995
06/10/2015,,14,89.8,7.9,996
07/10/2015,,10.3,81.5,9.7,1012
08/10/2015,,11.7,77.4,5.7,1019
09/10/2015,,12.7,80.2,5.6,1021
10/10/2015,,11.8,86.2,6.6,1021
11/10/2015,,10.2,92.5,3,1019
12/10/2015,,8.1,83.9,8.2,1025
13/10/2015,,6,91.3,5.2,1029
14/10/2015,,6.4,91.4,3.6,1027
15/10/2015,,7.2,85.8,4.7,1026
16/10/2015,,8,90.2,6.2,1028
17/10/2015,,9.9,79.9,7.4,1025
18/10/2015,,10.2,87.9,6,1024
19/10/2015,,10.1,93.5,5.5,1027
20/10/2015,4.1,9.4,92.2,10,1027
21/10/2015,2.5,13.4,89.2,19.6,1014
22/10/2015,7.7,11.1,73.7,14.3,1017
23/10/2015,4.4,12.1,76.2,9.6,1014
24/10/2015,3.9,8.9,81.8,13.6,1013
25/10/2015,5,9.1,75.3,10.2,1019
26/10/2015,8.6,12.1,86.1,18.3,1006
27/10/2015,16,11.8,95.5,10.3,1005
28/10/2015,7.6,10.9,90.4,10,1003
29/10/2015,8.1,10.9,79.2,10,1005
30/10/2015,6.6,12.4,88.5,13.5,1010
31/10/2015,36.2,13.6,79.8,9.2,1018
01/11/2015,80.4,9.1,97.3,3.6,1027
02/11/2015,24.4,11.4,95,6.6,1021
03/11/2015,21.7,10.1,91.5,4.5,1014
04/11/2015,40.8,9.5,93.1,3.3,1012
05/11/2015,11.9,11.3,95.8,7.5,1006
06/11/2015,7.5,12.3,86.3,9,1007
07/11/2015,6.4,10.2,90.5,8.3,1012
08/11/2015,4.9,10.5,84.5,13.8,1011
09/11/2015,3.1,13,84.8,22,1009
10/11/2015,2.8,15.6,82.8,17.3,1013
11/11/2015,3.2,12.2,84,12.8,1013
12/11/2015,4.7,10.2,77.2,16,1010
13/11/2015,3.9,5.1,84.2,17.8,1015
14/11/2015,4.6,9.5,91.7,15.2,1013
15/11/2015,3.6,14.5,87.4,23,1000
16/11/2015,4.6,7.5,80.1,15.5,1004
17/11/2015,5,8.4,87.9,17.1,997
18/11/2015,5.5,10,82.4,18.9,1002
19/11/2015,4.9,7.5,84.2,16.5,1011
20/11/2015,6.4,3.7,85.1,15.3,1010
21/11/2015,8.4,3.3,85.8,14.5,1016
22/11/2015,24.2,3.2,91.3,9.2,1019
23/11/2015,9.5,5.1,90.1,11,1020
24/11/2015,6.2,7.6,90.8,15.5,1012
25/11/2015,7.1,8.8,90.9,13.8,1017
26/11/2015,4.5,11,94.4,13,1020
27/11/2015,5.2,7.3,88.3,16.5,1008
28/11/2015,5.2,5.5,84.9,18.6,1004
29/11/2015,7,7.4,80.7,21,1003
30/11/2015,14.8,5.9,92.4,11.7,1011
01/12/2015,5.9,11.2,84.8,15.9,1014
02/12/2015,12.7,9.9,85.4,13.3,1014
03/12/2015,11.7,4.6,96.8,8.5,1013
04/12/2015,3.8,9,81.3,20.3,1015
05/12/2015,2.8,11.4,85.9,27.2,1002
06/12/2015,19.2,7.4,88.4,12.9,1010
07/12/2015,9,12.1,84.2,14,1011
08/12/2015,5,7.9,77.3,15.3,1013
09/12/2015,4.8,9.6,80.3,19.8,1020
10/12/2015,4.8,6.5,84.2,14.3,1017
11/12/2015,7.3,4.9,83.3,14.9,1019
12/12/2015,13.8,4.6,93.8,9.9,1013
13/12/2015,17.1,6.3,92.8,7.8,1015
14/12/2015,10.5,9.5,94,11.5,1010
15/12/2015,6.4,10.6,95.4,14.4,1008
16/12/2015,4,12.7,89.7,13.3,1008
17/12/2015,6.8,12.7,83.1,16,1006
18/12/2015,5.5,12.4,83.3,14.7,1008
19/12/2015,6.3,13.6,80,15,998
20/12/2015,3.9,8.8,78.5,17.1,1000
21/12/2015,7,8.3,76.5,16.4,1005
22/12/2015,4.3,10.1,80.8,19.1,1000
23/12/2015,5.1,7.8,75.4,18.3,1007
24/12/2015,6.2,5.6,82.1,18.2,1002
25/12/2015,15.6,6.1,89.3,8.7,1010
26/12/2015,9.7,7.8,92.3,11.3,1007
27/12/2015,19.8,5.8,91.4,8,1013
28/12/2015,17,11.3,83.5,17,1003
29/12/2015,4.2,9.3,80,15.5,1003
30/12/2015,10.8,8.9,80.2,17.4,994
31/12/2015,7,4.1,85.1,14.4,1003
01/01/2016,7,5.7,83.9,16.9,1008
02/01/2016,9.7,8.4,93.8,10,997
03/01/2016,12.9,7,87.4,10.6,983
04/01/2016,42.4,5.3,93.4,3.1,976
05/01/2016,13.4,6.1,96.5,9.9,984
06/01/2016,9.5,6,90.3,11.5,991
07/01/2016,6,4.9,81.5,18.2,986
08/01/2016,24.6,3.8,87.4,6,992
09/01/2016,24.7,3.5,94.1,6.2,982
10/01/2016,9.7,3.5,87.1,13.7,978
11/01/2016,11.1,3.2,89.9,9.8,983
12/01/2016,7.1,3.4,83.5,19.7,1003
13/01/2016,7.3,2.3,87,10.9,1009
14/01/2016,9.3,1.1,91,11.8,1013
15/01/2016,13.8,1.1,88.7,12.9,1026
16/01/2016,16.5,2.8,90.7,8.9,1029
17/01/2016,15.3,5.5,94.8,9,1019
18/01/2016,13.9,6.3,90.3,10.2,1011
19/01/2016,34.5,3.9,96.3,3.4,1016
20/01/2016,15.8,3.7,79.3,10,1017
21/01/2016,7.4,9,88.7,15.1,1010
22/01/2016,6.3,10.6,78.9,16.2,1007
23/01/2016,7.4,9.7,81.3,11.2,1019
24/01/2016,6.8,13.6,82.6,16.3,1016
25/01/2016,6.5,10.4,79.7,15.8,1010
26/01/2016,6.6,10.3,82.7,22.4,1000
27/01/2016,5.4,7.5,86.1,19.7,1001
28/01/2016,4.7,6.5,84.6,18.5,1014
29/01/2016,7,8.8,74.5,25.3,1006
30/01/2016,5.7,3,81.3,17.3,1007
31/01/2016,5.1,8.5,92,17.6,1003
01/02/2016,8.2,9.2,75.1,27.8,1006
02/02/2016,7.8,4.3,77.4,20.5,1012
03/02/2016,7.7,4.7,81.7,17.8,1022
04/02/2016,5.9,9.7,93.2,17,1023
05/02/2016,6.1,7.3,85.3,15.5,1008
06/02/2016,4.3,5.7,83.3,13.6,986
07/02/2016,5.5,4.8,82.8,20,980
08/02/2016,4.4,5.5,86.3,24.3,977
09/02/2016,5.9,2.6,90.8,19.5,985
10/02/2016,17.5,2.5,91,9.4,999
11/02/2016,28,2.3,91.6,4.9,1001
12/02/2016,14.5,4,92.3,7.6,993
13/02/2016,16.6,5.1,79.4,14.2,988
14/02/2016,11.4,3.2,78.8,12.7,1004
15/02/2016,14.4,1.2,78.2,6.8,1030
16/02/2016,4.3,6.9,75.8,15.3,1022
17/02/2016,13.8,2.5,91.1,7.8,1013
18/02/2016,7.7,2.6,83.7,10.2,1014
19/02/2016,4.8,6.8,86.7,15.4,1008
20/02/2016,5.9,7.6,85.4,19.2,1005
21/02/2016,4.1,9.5,93.8,20.2,1004
22/02/2016,8.1,4.4,81.4,12.8,1011
23/02/2016,20.2,2.1,84.1,7.8,1020
24/02/2016,16.1,0.4,83.9,7,1020
25/02/2016,18.3,1.5,77,5.4,1017
26/02/2016,9.7,4.7,77.7,8.9,1006
27/02/2016,22.7,4.3,71.9,7,1014
28/02/2016,26.2,3.4,75.3,5.8,1025
29/02/2016,6.6,5.5,81.2,9.4,1021
01/03/2016,5.4,8.4,81.4,21.7,1004
02/03/2016,4.4,4.3,79.6,21.5,1001
03/03/2016,7,4.4,83.4,12,1003
04/03/2016,8.3,2.8,82.8,15.8,995
05/03/2016,7.7,3.6,76.9,12.3,1008
06/03/2016,18.2,1.7,78.3,7.6,1009
07/03/2016,13.9,2.7,82.3,9.2,1014
08/03/2016,8.1,5.7,81.9,9.3,1009
09/03/2016,5.8,5.2,76.3,15.5,1007
10/03/2016,11,6.3,79.7,7.9,1023
11/03/2016,15.2,9.2,77.2,5.3,1025
12/03/2016,7.6,11.1,69.1,8.6,1027
13/03/2016,14.5,9.7,72.6,6,1034
14/03/2016,28.5,6.2,82,8.5,1034
15/03/2016,13.2,6.9,79,9,1033
16/03/2016,11.1,6.6,88.7,9.4,1033
17/03/2016,31.4,5.1,74.2,7,1032
18/03/2016,29.4,2.4,90.1,6.2,1030
19/03/2016,13.8,5.6,78.5,7.7,1030
20/03/2016,27.3,5.4,78.9,4.5,1028
21/03/2016,16.5,5.6,79.7,7.7,1025
22/03/2016,19.6,6.6,73.8,4.4,1019
23/03/2016,15.6,7.5,68.9,7.2,1016
24/03/2016,6.5,7.7,80.6,13,1008
25/03/2016,5.2,8.3,69.3,15.2,1009
26/03/2016,3.3,8.6,74.9,17,990
27/03/2016,4.8,6.3,71.8,16.8,987
28/03/2016,6.9,4.9,76,11.2,988
29/03/2016,4.6,5.1,73.2,10,997
30/03/2016,5.5,5.2,74.1,11.8,1007
31/03/2016,5.6,6.1,68.1,8.5,1016
01/04/2016,5.3,8.3,76.6,12.6,1008
02/04/2016,6.2,7.4,88.4,8.4,1007
03/04/2016,12.9,7.2,89.5,10.4,1001
04/04/2016,12.9,8.1,87.8,5.7,1001
05/04/2016,5.1,7.2,75.2,11.3,1007
06/04/2016,4.6,6,77.5,21.1,1004
07/04/2016,5.3,6.9,78.9,17,1011
08/04/2016,6,6.1,83.3,10.3,1009
09/04/2016,9.1,3.5,74.9,7.8,1001
10/04/2016,8.8,5.5,76.8,15.1,1004
11/04/2016,20.1,7.4,91.4,12.4,1007
12/04/2016,19.2,8.3,86.6,4.5,1005
13/04/2016,10.4,7.1,85.1,5.7,1009
14/04/2016,7.3,7.7,86,9.1,1010
15/04/2016,6.8,5.7,77.8,10.3,1005
16/04/2016,6.1,3.4,73.7,9.6,1010
17/04/2016,5.8,5.5,68.7,9.5,1017
18/04/2016,4.9,8.8,72.9,12.3,1021
19/04/2016,7.3,7.7,68.3,5.1,1029
20/04/2016,12.5,7.6,77,7.4,1030
21/04/2016,11.9,8.8,69.8,10.5,1025
22/04/2016,11,8.3,74.3,10.5,1024
23/04/2016,7.3,6.2,71.1,7,1025
24/04/2016,4.5,7.2,71.3,10.2,1023
25/04/2016,4.7,7.1,68.8,14.6,1015
26/04/2016,4.4,4.2,68.2,14.1,1015
27/04/2016,5.9,3.5,73.6,9,1016
28/04/2016,3.7,3.9,78.3,14.6,1010
29/04/2016,5.3,4.8,70.2,13.2,1011
30/04/2016,5.5,6.9,71.8,10.1,1022
01/05/2016,3.9,12.3,76.4,13.2,1019
02/05/2016,4.1,10.3,65.7,19,1015
03/05/2016,4.9,9.6,63.8,13.6,1023
04/05/2016,4.4,10.8,63.8,14.6,1020
05/05/2016,7.9,11.2,69.4,8.6,1017
06/05/2016,7.7,10,69.5,8.8,1013
07/05/2016,28.9,9.9,85.3,9.1,1007
08/05/2016,22.4,13.9,80.2,9.7,1005
09/05/2016,25.1,13.4,75.5,7.7,1009
10/05/2016,19.9,12.4,86,11.8,1009
11/05/2016,21.6,12.4,83.3,11.1,1007
12/05/2016,16.8,13.4,77.5,13.3,1008
13/05/2016,9.6,11.3,71.6,9.6,1015
14/05/2016,8,9.5,66.9,7.3,1022
15/05/2016,8.9,9.2,70,6.5,1024
16/05/2016,11.4,9.4,79.2,8.7,1022
17/05/2016,8.1,13.2,76.2,9.2,1011
18/05/2016,3.9,10.6,75.5,9.9,1005
19/05/2016,4.2,11.6,75.3,10.7,1008
20/05/2016,4.4,12.2,77,11.5,1008
21/05/2016,2.7,12.1,79,10.4,1001
22/05/2016,3.8,10,79.5,8.5,1009
23/05/2016,5.3,10,73.3,7,1021
24/05/2016,6.9,10.4,75.9,7.6,1023
25/05/2016,5.5,9.6,71.3,10.8,1021
26/05/2016,6.7,9.6,87,6.6,1018
27/05/2016,19,10.8,84.9,5.4,1018
28/05/2016,28,12.4,84.4,5.9,1016
29/05/2016,24.6,13.2,77.5,4.9,1017
30/05/2016,12,13.4,74.3,6.5,1022
31/05/2016,7.9,14.2,71,7.3,1026
01/06/2016,7.1,12.9,77.2,9,1029
02/06/2016,8,12.2,67.3,7.9,1025
03/06/2016,12.7,11.7,73.1,5.3,1019
04/06/2016,14.5,13.3,80.6,5.3,1019
05/06/2016,25.8,16.9,81.5,5.9,1020
06/06/2016,30.7,16.3,83,5.6,1021
07/06/2016,23.6,16.6,85.3,3.3,1023
08/06/2016,20,15,91.7,4.9,1025
09/06/2016,15.5,15.4,86.6,4.1,1020
10/06/2016,15.9,16.3,80.4,4.5,1013
11/06/2016,15.9,15.8,86.3,3.9,1009
12/06/2016,3.7,15.2,83.3,5.3,1005
13/06/2016,6.1,13.6,87.3,6.8,1001
14/06/2016,8.4,13.7,87.6,5.6,996
15/06/2016,8.3,13.3,80.3,6.5,998
16/06/2016,6.4,11.7,83.8,9.5,1005
17/06/2016,5.5,11.9,76.3,10.8,1012
18/06/2016,7.7,12.2,76.2,8.1,1021
19/06/2016,3.1,15.8,90,8.8,1016
20/06/2016,2.9,15.3,73.8,12.5,1011
21/06/2016,3.6,15.3,67.6,9.8,1013
22/06/2016,5.6,15,69.6,8.8,1015
23/06/2016,5.8,14.5,73.3,7.2,1015
24/06/2016,5.2,13.1,83.4,9,1015
25/06/2016,5.3,13.8,80.5,10.7,1019
26/06/2016,3.6,13.9,88.6,10.7,1017
27/06/2016,5.6,13.8,70.8,13.3,1018
28/06/2016,4.5,12.2,78.7,6.4,1011
29/06/2016,4.1,12.9,80.6,10.6,1003
30/06/2016,4.1,12.3,79.8,10.9,1005
01/07/2016,2.6,11.5,79,12.8,1005
02/07/2016,3.9,12.5,74.4,14.8,1011
03/07/2016,3.9,13.6,70.2,8.3,1017
04/07/2016,4.5,13.9,79.3,9.8,1014
05/07/2016,3.8,12.9,73.7,9.5,1021
06/07/2016,4,15,76.4,7.9,1020
07/07/2016,4.8,16.4,77.6,9,1015
08/07/2016,5.2,16.7,71.8,14.1,1013
09/07/2016,2.1,17.9,81.8,12.3,1008
10/07/2016,3.7,16,77.3,14.5,1000
11/07/2016,3.5,14.4,84.5,13.8,1005
12/07/2016,4,12.4,76,8.8,1014
13/07/2016,3.4,12.5,78,11.2,1020
14/07/2016,4,13.6,74.5,8.6,1026
15/07/2016,3.2,18.3,82,13.9,1021
16/07/2016,2.9,16.5,76.2,13.2,1022
17/07/2016,1.9,17.7,73.1,13.5,1022
18/07/2016,3.2,21.1,73,7.2,1020
19/07/2016,9.7,19.9,74.3,6,1014
20/07/2016,6.5,18.3,75.6,10.3,1009
21/07/2016,5.1,18,71.8,9.6,1014
22/07/2016,4.6,16.5,78.5,7.2,1018
23/07/2016,5,17.3,74.6,7,1019
24/07/2016,4.6,15.8,78.7,9.5,1016
25/07/2016,2.8,14.4,78,12,1018
26/07/2016,3.5,15.8,86.6,8.3,1017
27/07/2016,2.8,15.5,74.3,8.5,1016
28/07/2016,3.1,16.6,81.1,11.3,1010
29/07/2016,5.1,15.3,78.4,7.8,1012
30/07/2016,2.8,14.2,75.8,8,1016
31/07/2016,4.2,14.1,76.6,9.4,1018
01/08/2016,3.1,13.9,82.9,10,1014
02/08/2016,4.4,16.9,88.9,7.8,1006
03/08/2016,3.6,15.8,79.8,16.6,1000
04/08/2016,3.9,15.9,80.8,12.5,1009
05/08/2016,6.1,15.6,75.9,7.2,1020
06/08/2016,4.6,17.9,76.4,11,1022
07/08/2016,5.5,16.1,69,20,1019
08/08/2016,6.3,13.7,69.7,14.2,1023
09/08/2016,5.8,12.4,73,11.8,1029
10/08/2016,4.8,13,86.9,11.3,1026
11/08/2016,4.2,15.2,83.3,19.5,1022
12/08/2016,5,16.7,72.7,16,1020
13/08/2016,4.5,15.2,76.2,11.8,1022
14/08/2016,6.4,14.9,78.8,6.8,1026
15/08/2016,9.6,15.3,77.4,9.4,1023
16/08/2016,15,16.8,72.4,11.2,1017
17/08/2016,19.2,15.9,82.5,6.8,1013
18/08/2016,21.2,15.5,87.3,5.9,1010
19/08/2016,5.2,15.4,85.2,14.3,998
20/08/2016,3.1,15.4,86.2,17.3,995
21/08/2016,2.6,16,85.4,12.4,1012
22/08/2016,4,18,78.9,10.8,1018
23/08/2016,4.3,15.3,89,6.2,1020
24/08/2016,6.3,14.6,75,6.5,1021
25/08/2016,7.8,14.4,72.1,5.3,1017
26/08/2016,5.3,14.7,72.4,9.5,1016
27/08/2016,7.4,13.7,82.4,6.5,1016
28/08/2016,8.5,15.7,79.3,6.2,1015
29/08/2016,5.8,15.5,74,7.3,1022
30/08/2016,5.1,17.3,75.9,10.7,1020
31/08/2016,4.9,15,75.5,12.4,1018
01/09/2016,4.1,13.9,80.6,9.7,1020
02/09/2016,4.4,15.6,73.3,10,1015
03/09/2016,3.4,13.6,87.8,8.5,1008
04/09/2016,4.6,15.1,84.1,9.3,1011
05/09/2016,3.4,19.6,79.2,11.7,1014
06/09/2016,2.2,21,73.6,9.6,1019
07/09/2016,8.8,18.6,79.8,8.5,1014
08/09/2016,4,15.5,79.3,11.8,1006
09/09/2016,3.4,14.9,79.6,13,1004
10/09/2016,4.5,13.2,72.5,8.2,1011
11/09/2016,4,14.5,71,14.2,1009
12/09/2016,3.9,18.7,78.8,12.8,1003
13/09/2016,4.6,13.8,83.8,7.6,1012
14/09/2016,10.2,15.2,85.3,7.7,1012
15/09/2016,9.5,15.8,82.4,7.7,1012
16/09/2016,4.7,12.6,79.6,11.4,1018
17/09/2016,6.1,13.1,78.8,6.8,1024
18/09/2016,5.5,12.7,88.7,6.4,1021
19/09/2016,4.9,11.4,80.7,6.7,1025
20/09/2016,8.2,11.6,69,5.5,1021
21/09/2016,4.7,12.5,77.3,7.9,1014
22/09/2016,3.5,11.1,74.5,10,1017
23/09/2016,4.6,13.6,70.4,12.2,1017
24/09/2016,5.1,16.4,75.5,15.2,1004
25/09/2016,3.4,11.2,74.8,12.1,1009
26/09/2016,3.3,12.4,80.4,6.1,1016
27/09/2016,7.8,15.2,76.9,14.2,1017
28/09/2016,4.6,17.1,79.7,16.9,1016
29/09/2016,5.6,12.3,75.3,18.5,1011
30/09/2016,7.3,10,81.8,10,1008
01/10/2016,13.5,8.5,89.5,7.5,1008
02/10/2016,8.1,9.4,84.8,7.7,1018
03/10/2016,6,14.1,75.4,14.1,1023
04/10/2016,8.7,13.8,80.2,13.7,1028
05/10/2016,10,13.6,77.6,11.9,1028
06/10/2016,6.1,11.7,69.2,14.1,1027
07/10/2016,7.4,12,78.9,11.5,1023
08/10/2016,12.8,12.7,88.3,5.4,1029
09/10/2016,15.4,10.8,83.7,4.5,1031
10/10/2016,7.3,9.4,82.6,6,1029
11/10/2016,6.4,10.4,82.7,10.9,1025
12/10/2016,11.4,10.7,84.2,11.3,1024
13/10/2016,9.4,10.1,83.2,9.3,1015
14/10/2016,15.5,9.2,84.9,8.4,1006
15/10/2016,9.3,10.5,82.7,8.5,1002
16/10/2016,3.8,11.7,76.5,15.3,1001
17/10/2016,3.3,11.3,80,15.3,1011
18/10/2016,4.2,8.4,82,15.4,1020
19/10/2016,8.8,8.2,86.1,8.5,1026
20/10/2016,18.3,7.8,89.8,4.3,1026
21/10/2016,23.1,9.4,87.2,3.4,1022
22/10/2016,9.7,9.7,83.1,7.8,1018
23/10/2016,5.2,9.3,80.5,13.6,1014
24/10/2016,5.5,9.5,80.6,11.1,1016
25/10/2016,15.1,11.3,86.3,6.3,1021
26/10/2016,7.2,12,88,9.9,1025
27/10/2016,4.8,13.3,79.7,14.1,1027
28/10/2016,5.3,13.2,93.9,9,1032
29/10/2016,14.9,11.4,85.5,5.5,1033
30/10/2016,34,9.6,87.8,3.1,1029
31/10/2016,29.4,10.8,91.8,4.2,1027
01/11/2016,11.6,7.2,80,9.8,1029
02/11/2016,13,5.5,85.3,7.1,1027
03/11/2016,6.8,7.7,83.8,9.3,1018
04/11/2016,6.6,6.5,85,11.9,1010
05/11/2016,6.5,5,79.5,11.7,1014
06/11/2016,7.6,4.2,78.3,12.7,1015
07/11/2016,11.5,3.6,84.3,8.5,1019
08/11/2016,9.7,5.6,89.5,8.8,1006
09/11/2016,6.2,6.1,86.2,13.1,1003
10/11/2016,7.3,6.4,84.9,12.5,1010
11/11/2016,9.3,7.1,84.5,8.7,1016
12/11/2016,7.4,9.7,90,10.8,1015
13/11/2016,8.1,9.1,85.4,9.9,1028
14/11/2016,5.2,13.2,89.7,15.1,1026
15/11/2016,6.3,11.2,88.8,11.5,1024
16/11/2016,5.5,8.1,80.1,18.1,1012
17/11/2016,4.9,3.7,88.2,16.1,994
18/11/2016,5.9,2.5,87.5,17.1,993
19/11/2016,53.3,1.4,88.8,9.6,997
20/11/2016,22.8,-0.5,94.4,8.5,993
21/11/2016,11.1,3.1,87.8,13.2,996
22/11/2016,8.3,4.3,78.5,14.2,1005
23/11/2016,10.7,3.6,88.3,7.8,1022
24/11/2016,5.9,6.6,77.7,10.8,1028
25/11/2016,12.1,6.2,83.5,9.2,1027
26/11/2016,21.7,5.3,92.2,5.2,1024
27/11/2016,28.8,8,86,7.7,1027
28/11/2016,15.1,6.7,67.8,7.5,1031
29/11/2016,35.4,2.2,84.8,4,1034
30/11/2016,32.1,3.6,82.8,7.3,1035
01/12/2016,38.7,1.4,94.7,7.9,1032
